hotel_name,url,hotel_url,avg_rating,tags,total_positive,total_negative,total_neutral,total_reviews
Grand View Inn,https://www.booking.com/reviews/be/hotel/the-charm.en-gb.html?label=gen173nr-1DCA0oFUIJdGhlLWNoYXJtSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALfrNeHBsACAdICJDM3YWRmNTVhLTM1MzUtNDUwMi05ZmRkLTk1YTcwYTdjYjhjNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/the-charm.en-gb.html?label=gen173nr-1DCA0oFUIJdGhlLWNoYXJtSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALfrNeHBsACAdICJDM3YWRmNTVhLTM1MzUtNDUwMi05ZmRkLTk1YTcwYTdjYjhjNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.0,Leisure trip~People with friends~Group~Three-Bedroom Townhouse~Submitted via mobile~Stayed 2 nights~Stayed 5 nights~Business trip~Family with young children,6,0,1,7
Modern View Lodge,https://www.booking.com/reviews/be/hotel/the-collector-39-s-house.en-gb.html?label=gen173nr-1DCA0oFUIYdGhlLWNvbGxlY3Rvci0zOS1zLWhvdXNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAL3rdeHBsACAdICJGZjYmNkYzkyLTZhNzctNGI1Ni1hZGNhLTUwNGIzMzUwNDM5YtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/the-collector-39-s-house.en-gb.html?label=gen173nr-1DCA0oFUIYdGhlLWNvbGxlY3Rvci0zOS1zLWhvdXNlSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAL3rdeHBsACAdICJGZjYmNkYzkyLTZhNzctNGI1Ni1hZGNhLTUwNGIzMzUwNDM5YtgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,9.3,Leisure trip~Stayed 1 night~People with friends~Group~Stayed 3 nights~Apartment~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,17,0,2,19
Royal Inn,https://www.booking.com/reviews/be/hotel/the-hamptons-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIUdGhlLWhhbXB0b25zLWItYW1wLWJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqi314cGwAIB0gIkZjNjZmQwYzctYTljYy00YjM0LThiMGYtMWM5ZDYyZmQzODE02AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/the-hamptons-b-amp-b.en-gb.html?label=gen173nr-1DCA0oFUIUdGhlLWhhbXB0b25zLWItYW1wLWJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqi314cGwAIB0gIkZjNjZmQwYzctYTljYy00YjM0LThiMGYtMWM5ZDYyZmQzODE02AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,9.1,Standard King Room~Stayed 4 nights~Leisure trip~Stayed 8 nights~Stayed 1 night~Business trip~Solo traveller~King Room with Garden View~King Room with Bath~Group~King Room with Garden View - 2~Stayed 3 nights~Stayed 2 nights~King Suite with Bath~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,23,0,0,23
Crystal City Resort,https://www.booking.com/reviews/be/hotel/helmet.en-gb.html?label=gen173nr-1DCA0oFUIGaGVsbWV0SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQtteHBsACAdICJGI2MmExNjA0LTMyMjctNDliZS1hMzE4LTliMjMzNzY0OTNjNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/helmet.en-gb.html?label=gen173nr-1DCA0oFUIGaGVsbWV0SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQtteHBsACAdICJGI2MmExNjA0LTMyMjctNDliZS1hMzE4LTliMjMzNzY0OTNjNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,5.9,Leisure trip~Superior Double Room~Solo traveller~Stayed 1 night~Double Room~Business trip~People with friends~Quadruple Room~Group~Standard Triple Room~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,0,0,23,23
Royal Tower,https://www.booking.com/reviews/be/hotel/helmet.en-gb.html?label=gen173nr-1DCA0oFUIGaGVsbWV0SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQtteHBsACAdICJGI2MmExNjA0LTMyMjctNDliZS1hMzE4LTliMjMzNzY0OTNjNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/helmet.en-gb.html?label=gen173nr-1DCA0oFUIGaGVsbWV0SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQtteHBsACAdICJGI2MmExNjA0LTMyMjctNDliZS1hMzE4LTliMjMzNzY0OTNjNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,5.9,Stayed 4 nights~Standard Triple Room~Leisure trip~Solo traveller~Business trip~Double Room~Stayed 1 night~People with friends~Superior Double Room~Group~Stayed 6 nights~Stayed 3 nights~Stayed 2 nights~Couple~Superior Twin Room~Submitted via mobile~Family with young children,14,7,3,24
Diamond Bay Manor,https://www.booking.com/reviews/be/hotel/helmet.en-gb.html?label=gen173nr-1DCA0oFUIGaGVsbWV0SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQtteHBsACAdICJGI2MmExNjA0LTMyMjctNDliZS1hMzE4LTliMjMzNzY0OTNjNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/helmet.en-gb.html?label=gen173nr-1DCA0oFUIGaGVsbWV0SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALQtteHBsACAdICJGI2MmExNjA0LTMyMjctNDliZS1hMzE4LTliMjMzNzY0OTNjNNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,5.9,Stayed 4 nights~Standard Triple Room~Solo traveller~Stayed 3 nights~Family with young children~Double Room~Couple~Stayed 5 nights~Superior Twin Room~Comfort Triple Room~Stayed 1 night~Quadruple Room~Group~Stayed 2 nights~Submitted via mobile~Leisure trip~Superior Double Room~People with friends~Business trip,6,9,9,24
Grand City Cottage,https://www.booking.com/reviews/be/hotel/the-livorno-ixelles.en-gb.html?label=gen173nr-1DCA0oFUITdGhlLWxpdm9ybm8taXhlbGxlc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCgsPXhwbAAgHSAiQ1ZWI0OWU5Yi0xOGI4LTQ1NWMtODM2MS00OWM2ZDMxMjUzNzPYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/the-livorno-ixelles.en-gb.html?label=gen173nr-1DCA0oFUITdGhlLWxpdm9ybm8taXhlbGxlc0gzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCgsPXhwbAAgHSAiQ1ZWI0OWU5Yi0xOGI4LTQ1NWMtODM2MS00OWM2ZDMxMjUzNzPYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,9.3,Stayed 4 nights~Leisure trip~Business trip~Group~Two-Bedroom Apartment~Stayed 3 nights~Stayed 2 nights~Stayed 5 nights~Submitted via mobile~Family with young children,5,0,0,5
Elite Park Manor,https://www.booking.com/reviews/be/hotel/memlinc-palace.en-gb.html?label=gen173nr-1DCA0oFUIObWVtbGluYy1wYWxhY2VIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Ape-14cGwAIB0gIkNDVhMWFjZjEtNGNjOC00MGU5LWE2NTEtNTYyMGMwYzk2NTFk2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/memlinc-palace.en-gb.html?label=gen173nr-1DCA0oFUIObWVtbGluYy1wYWxhY2VIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Ape-14cGwAIB0gIkNDVhMWFjZjEtNGNjOC00MGU5LWE2NTEtNTYyMGMwYzk2NTFk2AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,7.6,Leisure trip~Standard Twin Room with Sea View~Stayed 1 night~Solo traveller~Business trip~Standard Twin Room~Standard Single Room~Group~Superior Twin Room with Sea View~Stayed 3 nights~Stayed 2 nights~Suite with Sea View~Couple~Superior Twin Room~Submitted via mobile~Family with young children,7,3,14,24
Comfort Suites,https://www.booking.com/reviews/be/hotel/the-pearl.en-gb.html?label=gen173nr-1DCA0oFUIJdGhlLXBlYXJsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDhjNjg4MjllLTY3ODUtNDY2NS1hYzBiLTBhODMxOGU1YzJiNdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/the-pearl.en-gb.html?label=gen173nr-1DCA0oFUIJdGhlLXBlYXJsSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKgxteHBsACAdICJDhjNjg4MjllLTY3ODUtNDY2NS1hYzBiLTBhODMxOGU1YzJiNdgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,8.8,Leisure trip~Stayed 1 night~Couple~One-Bedroom Apartment~Submitted via mobile,2,0,0,2
Green Park Cottage,https://www.booking.com/reviews/be/hotel/plazahotel.en-gb.html?label=gen173nr-1DCA0oFUIKcGxhemFob3RlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCl7_XhwbAAgHSAiQ3ZDgzNjU4NS0yZmY5LTQ2NzMtOTA5Yi04YThiMTlhYjY3MDTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/plazahotel.en-gb.html?label=gen173nr-1DCA0oFUIKcGxhemFob3RlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCl7_XhwbAAgHSAiQ3ZDgzNjU4NS0yZmY5LTQ2NzMtOTA5Yi04YThiMTlhYjY3MDTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.4,Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Business trip~Group~Superior Double or Twin Room~Deluxe Double or Twin Room~Stayed 3 nights~Stayed 2 nights~Double Room with City View~Couple~Submitted via mobile~Junior Suite,16,0,8,24
Majestic Sanctuary,https://www.booking.com/reviews/be/hotel/plazahotel.en-gb.html?label=gen173nr-1DCA0oFUIKcGxhemFob3RlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCl7_XhwbAAgHSAiQ3ZDgzNjU4NS0yZmY5LTQ2NzMtOTA5Yi04YThiMTlhYjY3MDTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/plazahotel.en-gb.html?label=gen173nr-1DCA0oFUIKcGxhemFob3RlbEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCl7_XhwbAAgHSAiQ3ZDgzNjU4NS0yZmY5LTQ2NzMtOTA5Yi04YThiMTlhYjY3MDTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.4,Leisure trip~Stayed 1 night~Solo traveller~Family with young children~People with friends~Group~Superior Double or Twin Room~Deluxe Double or Twin Room~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Double Room with City View~Couple~Business trip~Junior Suite,16,0,7,23
Luxury Tower,https://www.booking.com/reviews/be/hotel/the-best-known-village-of-belgium.en-gb.html?label=gen173nr-1DCA0oFUIhdGhlLWJlc3Qta25vd24tdmlsbGFnZS1vZi1iZWxnaXVtSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJwdeHBsACAdICJDk3OGNmNzAwLWQ3MjgtNDRmOC05M2FlLWY3M2Q2M2RiMTc0MNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/the-best-known-village-of-belgium.en-gb.html?label=gen173nr-1DCA0oFUIhdGhlLWJlc3Qta25vd24tdmlsbGFnZS1vZi1iZWxnaXVtSDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuALJwdeHBsACAdICJDk3OGNmNzAwLWQ3MjgtNDRmOC05M2FlLWY3M2Q2M2RiMTc0MNgCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.6,Budget Double Room~Leisure trip~Stayed 1 night~Business trip~Solo traveller~Budget Single Room~Stayed 3 nights~Stayed 2 nights~Couple~Submitted via mobile~Family with young children,6,0,3,9
Silver Apartments,https://www.booking.com/reviews/be/hotel/alfatheater.en-gb.html?label=gen173nr-1DCA0oFUILYWxmYXRoZWF0ZXJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqy114cGwAIB0gIkYzdjODA5MmQtZTEzNi00NjgzLWI1YTYtZTQxOTgwMmQ0OWM52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/alfatheater.en-gb.html?label=gen173nr-1DCA0oFUILYWxmYXRoZWF0ZXJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqy114cGwAIB0gIkYzdjODA5MmQtZTEzNi00NjgzLWI1YTYtZTQxOTgwMmQ0OWM52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.4,Stayed 4 nights~Leisure trip~Superior Double Room~Stayed 1 night~Standard Twin Room~Business trip~Solo traveller~Standard Double Room~Group~People with friends~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Superior Twin Room~Submitted via mobile~Family with young children,11,0,11,22
Sunny Resort,https://www.booking.com/reviews/be/hotel/alfatheater.en-gb.html?label=gen173nr-1DCA0oFUILYWxmYXRoZWF0ZXJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqy114cGwAIB0gIkYzdjODA5MmQtZTEzNi00NjgzLWI1YTYtZTQxOTgwMmQ0OWM52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/alfatheater.en-gb.html?label=gen173nr-1DCA0oFUILYWxmYXRoZWF0ZXJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqy114cGwAIB0gIkYzdjODA5MmQtZTEzNi00NjgzLWI1YTYtZTQxOTgwMmQ0OWM52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.4,Stayed 4 nights~Leisure trip~Superior Double Room~Standard Twin Room~Stayed 1 night~Business trip~Solo traveller~People with friends~Group~Standard Double Room~With a pet~Stayed 3 nights~Stayed 2 nights~Couple~Superior Twin Room~Submitted via mobile,19,0,5,24
Sunny Residence,https://www.booking.com/reviews/be/hotel/alfatheater.en-gb.html?label=gen173nr-1DCA0oFUILYWxmYXRoZWF0ZXJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqy114cGwAIB0gIkYzdjODA5MmQtZTEzNi00NjgzLWI1YTYtZTQxOTgwMmQ0OWM52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/alfatheater.en-gb.html?label=gen173nr-1DCA0oFUILYWxmYXRoZWF0ZXJIM1gEaGyIAQGYAQm4AQfIAQ3YAQPoAQGIAgGoAgO4Aqy114cGwAIB0gIkYzdjODA5MmQtZTEzNi00NjgzLWI1YTYtZTQxOTgwMmQ0OWM52AIE4AIB;sid=cb78d8489b9c18246aa9830225a71862,8.4,Leisure trip~Superior Double Room~Standard Twin Room~Business trip~Solo traveller~Stayed 1 night~Standard Double Room~People with friends~Group~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,7,2,5,14
Majestic Tower,https://www.booking.com/reviews/be/hotel/gtrainbow.en-gb.html?label=gen173nr-1DCA0oFUIJZ3RyYWluYm93SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKIuNeHBsACAdICJGU0YjkzY2QxLTNhZWEtNDJhZi1iNzYwLTgyYzM1ZDEwMTZjY9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/gtrainbow.en-gb.html?label=gen173nr-1DCA0oFUIJZ3RyYWluYm93SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKIuNeHBsACAdICJGU0YjkzY2QxLTNhZWEtNDJhZi1iNzYwLTgyYzM1ZDEwMTZjY9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.7,Stayed 4 nights~Leisure trip~Superior Double Room~Solo traveller~Stayed 1 night~Business trip~Group~Classic Double Room~Stayed 3 nights~Classic Twin Room~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,8,0,14,22
Central Sanctuary,https://www.booking.com/reviews/be/hotel/gtrainbow.en-gb.html?label=gen173nr-1DCA0oFUIJZ3RyYWluYm93SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKIuNeHBsACAdICJGU0YjkzY2QxLTNhZWEtNDJhZi1iNzYwLTgyYzM1ZDEwMTZjY9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/gtrainbow.en-gb.html?label=gen173nr-1DCA0oFUIJZ3RyYWluYm93SDNYBGhsiAEBmAEJuAEHyAEN2AED6AEBiAIBqAIDuAKIuNeHBsACAdICJGU0YjkzY2QxLTNhZWEtNDJhZi1iNzYwLTgyYzM1ZDEwMTZjY9gCBOACAQ;sid=cb78d8489b9c18246aa9830225a71862,7.7,Leisure trip~Superior Double Room~Stayed 1 night~Solo traveller~Classic Double Room~Classic Twin Room~Submitted via mobile~Stayed 2 nights~Couple~Business trip~Family with young children,2,2,2,6
Diamond View Retreat,https://www.booking.com/reviews/be/hotel/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total&hp_nav=0&keep_landing=1&order=featuredreviews&page=1&r_lang=en&rows=75&,https://www.booking.com/hotel/be/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.3,Stayed 4 nights~Leisure trip~Superior Double Room~Standard Twin Room~Stayed 1 night~Business trip~Solo traveller~Standard Double Room~Group~People with friends~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,17,0,6,23
Atlantic Bay Apartments,https://www.booking.com/reviews/be/hotel/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=2;r_lang=en;rows=75&,https://www.booking.com/hotel/be/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.3,Stayed 4 nights~Leisure trip~Superior Double Room~Standard Twin Room~Stayed 1 night~Solo traveller~Business trip~Standard Double Room~People with friends~Stayed 3 nights~Stayed 2 nights~Double Room with City View~Couple~Submitted via mobile~Family with young children,19,0,5,24
Urban Hotel,https://www.booking.com/reviews/be/hotel/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=3;r_lang=en;rows=75&,https://www.booking.com/hotel/be/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.3,Stayed 4 nights~Leisure trip~Stayed 1 night~Solo traveller~Standard Twin Room~Standard Double Room~Group~People with friends~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Couple~Stayed 5 nights~Stayed 6 nights~Business trip,12,0,12,24
Cozy Hotel,https://www.booking.com/reviews/be/hotel/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=4;r_lang=en;rows=75&,https://www.booking.com/hotel/be/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.3,Stayed 4 nights~Superior Double Room~Leisure trip~Solo traveller~Business trip~Stayed 1 night~Standard Twin Room~Standard Double Room~Group~People with friends~Stayed 3 nights~Stayed 2 nights~Couple~Stayed 5 nights~Submitted via mobile~Family with young children,16,0,8,24
Royal View Sanctuary,https://www.booking.com/reviews/be/hotel/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=5;r_lang=en;rows=75&,https://www.booking.com/hotel/be/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.3,Stayed 4 nights~Leisure trip~Superior Double Room~Standard Twin Room~Stayed 1 night~Business trip~Solo traveller~Standard Double Room~People with friends~Group~Stayed 3 nights~Stayed 2 nights~Double Room with City View~Couple~Stayed 6 nights~Submitted via mobile~Family with young children,12,1,10,23
Atlantic Park Apartments,https://www.booking.com/reviews/be/hotel/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862;customer_type=total;hp_nav=0;old_page=0;order=featuredreviews;page=6;r_lang=en;rows=75&,https://www.booking.com/hotel/be/tibrusselsboulevard.en-gb.html?label=gen173nr-1DCA0oFUITdGlicnVzc2Vsc2JvdWxldmFyZEgzWARobIgBAZgBCbgBB8gBDdgBA-gBAYgCAagCA7gCvLjXhwbAAgHSAiQ3OGVlOWZhNi00MjNkLTQwNDYtOTUyNi04NDZlZTIxNWU3MjTYAgTgAgE;sid=cb78d8489b9c18246aa9830225a71862,8.3,Stayed 4 nights~Leisure trip~Superior Double Room~Stayed 1 night~Solo traveller~Standard Twin Room~Standard Double Room~Group~People with friends~Stayed 7 nights~Stayed 3 nights~Submitted via mobile~Stayed 2 nights~Couple~Business trip~Family with young children,11,2,11,24
